"locality","verbatimLocality","stationNumber","siteNumber","eventDate","verbatimCoordinateSystem","verbatimCoordinates","decimalLatidude","decimalLongitude","geodeticDatum","eventID","scientificName","organismQuantity"
"Setesdal_site2_plot_8","B8",8,"Exclosure",2010,"UTM unknown sone","389964 6544666",5902726059270,708305854180,"WGS1111","c5fad6c9-cc4e-4364-8668-f075f554a616","decimalLatidude",5902726059270
"Setesdal_site2_plot_9","B9",9,"Exclosure",2010,"UTM unknown sone","389955 6544657",5902717749420,708290635083,"WGS1112","30bc59de-e16d-4882-b2e2-f34eae8eb74c","decimalLatidude",5902717749420
"Setesdal_site2_plot_10","B10",10,"Exclosure",2010,"UTM unknown sone","389958 6544655",5902716031580,708295957924,"WGS1113","0f74d187-9516-4535-aa6b-25fd1c2710a9","decimalLatidude",5902716031580
"Setesdal_site2_plot_11","B11",11,"Browsed",2010,"UTM unknown sone","390002 6544606",5902673184380,708375007855,"WGS1114","475014c6-90a5-4266-8489-a9dd2f4a6983","decimalLatidude",5902673184380
"Setesdal_site2_plot_12","B12",12,"Browsed",2010,"UTM unknown sone","390008 6544609",5902676031540,708385303737,"WGS1115","1e10faa2-2eb5-4281-aeb6-ad423234f161","decimalLatidude",5902676031540
"Setesdal_site2_plot_13","B13",13,"Browsed",2010,"UTM unknown sone","390015 6544604",5902671723960,708397740077,"WGS1116","20c772d1-392f-4a5d-85fc-38f5ce61efb9","decimalLatidude",5902671723960
"Setesdal_site2_plot_14","B14",14,"Browsed",2010,"UTM unknown sone","390019 6544610",5902677212290,708404404269,"WGS1117","3cee397e-f8e4-48f3-ad30-14d374b63509","decimalLatidude",5902677212290
"Setesdal_site2_plot_15","B15",15,"Browsed",2010,"UTM unknown sone","390015 6544618",5902684289780,708397040971,"WGS1118","7ecee71f-8702-4b13-a705-6dcce60a0d69","decimalLatidude",5902684289780
"Setesdal_site2_plot_16","B16",16,"Browsed",2010,"UTM unknown sone","390013 6544627",5902692316320,708393109622,"WGS1119","2a267516-6cb1-4d22-b535-30ae2c8ff40d","decimalLatidude",5902692316320
"Setesdal_site2_plot_17","B17",17,"Browsed",2010,"UTM unknown sone","390004 6544634",5902698367510,708377091394,"WGS1120","5e1f3c43-9050-4e84-8a14-36b6e480c402","decimalLatidude",5902698367510
"Setesdal_site2_plot_18","B18",18,"Browsed",2010,"UTM unknown sone","390014 6544630",5902695034740,708394700771,"WGS1121","57ffd314-a5f5-4860-9b23-578696fa0ea1","decimalLatidude",5902695034740
"Setesdal_site2_plot_19","B19",19,"Browsed",2010,"UTM unknown sone","390015 6544611",5902678006870,708397390525,"WGS1122","7255074a-8602-4a5d-ace4-86b5526436be","decimalLatidude",5902678006870
"Setesdal_site2_plot_20","B20",20,"Browsed",2010,"UTM unknown sone","390018 6544603",5902670903640,708403012860,"WGS1123","0bd75a22-5eec-452a-b0f3-5fa10d1c205d","decimalLatidude",5902670903640
"Setesdal_site3_plot_1","C1",1,"Exclosure",2010,"UTM unknown sone","392202 6542617",5900943978030,712302463693,"WGS1124","03b62d55-9468-4705-ab26-51c241b8732f","decimalLatidude",5900943978030
"Setesdal_site3_plot_2","C2",2,"Exclosure",2010,"UTM unknown sone","392213 6542628",5900954128790,712321067286,"WGS1125","cfd7f6b6-b937-4a0d-8f30-51b4fb53f67c","decimalLatidude",5900954128790
"Setesdal_site3_plot_3","C3",3,"Exclosure",2010,"UTM unknown sone","392211 6542638",5900963054170,712317098226,"WGS1126","8753d4bf-3edc-4b96-b45f-a36ef9526108","decimalLatidude",5900963054170
"Setesdal_site3_plot_4","C4",4,"Exclosure",2010,"UTM unknown sone","392211 6542634",5900959463850,712317293753,"WGS1127","93ad075e-b7f6-48ab-9d53-a4f1927dddbc","decimalLatidude",5900959463850
"Setesdal_site3_plot_5","C5",5,"Exclosure",2010,"UTM unknown sone","392203 6542617",5900944003250,712304203809,"WGS1128","74d4f3a8-d735-440d-87df-6b3bb0f96c2a","decimalLatidude",5900944003250
"Setesdal_site3_plot_6","C6",6,"Exclosure",2010,"UTM unknown sone","392209 6542640",5900964798900,712313520209,"WGS1129","b076d4d6-5603-48f0-afd4-1720c233d940","decimalLatidude",5900964798900
"Setesdal_site3_plot_7","C7",7,"Exclosure",2010,"UTM unknown sone","392204 6542627",5900953004270,712305455079,"WGS1130","347f0d64-08cc-48b7-b25a-b23ad8f136de","decimalLatidude",5900953004270
"Setesdal_site3_plot_8","C8",8,"Exclosure",2010,"UTM unknown sone","392206 6542647",5900971006330,712307957639,"WGS1131","78b26384-c884-4590-b3f7-9e7143aa7bbf","decimalLatidude",5900971006330
"Setesdal_site3_plot_9","C9",9,"Exclosure",2010,"UTM unknown sone","392209 6542608",5900936076310,712315084444,"WGS1132","c25f74b6-5153-4385-bc77-d7a9b41958be","decimalLatidude",5900936076310
"Setesdal_site3_plot_10","C10",10,"Exclosure",2010,"UTM unknown sone","392211 6542612",5900939717060,712318369144,"WGS1133","8f0b400a-8103-463c-af04-e0473d472b49","decimalLatidude",5900939717060
"Setesdal_site3_plot_11","C11",11,"Browsed",2010,"UTM unknown sone","392207 6542506",5900844472580,712316590106,"WGS1134","4dc9d9db-17ef-4da4-bc4e-0ec68f230f3b","decimalLatidude",5900844472580
"Setesdal_site3_plot_12","C12",12,"Browsed",2010,"UTM unknown sone","392203 6542531",5900866811260,712308407795,"WGS1135","62a07fa0-3527-409b-9dda-3eb1f23c0624","decimalLatidude",5900866811260
"Setesdal_site3_plot_13","C13",13,"Browsed",2010,"UTM unknown sone","392205 6542516",5900853397970,712312621167,"WGS1136","4c18b154-8497-4215-8249-2438561898c9","decimalLatidude",5900853397970
"Setesdal_site3_plot_14","C14",14,"Browsed",2010,"UTM unknown sone","392205 6542530",5900865964110,712311936831,"WGS1137","d8a6ab50-10b5-432e-8aa9-818b1ef83e54","decimalLatidude",5900865964110
"Setesdal_site3_plot_15","C15",15,"Browsed",2010,"UTM unknown sone","392216 6542514",5900851880150,712331859695,"WGS1138","ba5e2e4b-3bbb-4394-98cd-4cdfcd24251a","decimalLatidude",5900851880150
"Setesdal_site3_plot_16","C16",16,"Browsed",2010,"UTM unknown sone","392215 6542535",5900870704150,712329093216,"WGS1139","58b7c9da-aac6-42c5-b508-fe489dfac0c2","decimalLatidude",5900870704150
"Setesdal_site3_plot_17","C17",17,"Browsed",2010,"UTM unknown sone","392213 6542535",5900870653720,712325613057,"WGS1140","e84cd042-3b0d-4f7d-a2a3-c2e8b2ca5520","decimalLatidude",5900870653720
"Setesdal_site3_plot_18","C18",18,"Browsed",2010,"UTM unknown sone","392211 6542518",5900855344410,712322963833,"WGS1141","bced759c-28f3-4060-88fb-30f39d1d5619","decimalLatidude",5900855344410
"Setesdal_site3_plot_19","C19",19,"Browsed",2010,"UTM unknown sone","392210 6542522",5900858909530,712321028247,"WGS1142","3ab69617-a674-419c-8c4d-64cd770171e2","decimalLatidude",5900858909530
"Setesdal_site3_plot_20","C20",20,"Browsed",2010,"UTM unknown sone","392211 6542528",5900864320230,712322475049,"WGS1143","bfb953b0-66f9-4fef-bac5-38bc05c85ee2","decimalLatidude",5900864320230
"Setesdal_site4_plot_1","D1",1,"Exclosure",2010,"UTM unknown sone","392607 6548498",5906232841360,712720277914,"WGS1144","9d7c1c44-747e-419a-8e42-1977f38e2f54","decimalLatidude",5906232841360
"Setesdal_site4_plot_2","D2",2,"Exclosure",2010,"UTM unknown sone","392607 6548499",5906233738940,712720229035,"WGS1145","689a8c8a-cb2e-4857-8127-243845a54682","decimalLatidude",5906233738940
"Setesdal_site4_plot_3","D3",3,"Exclosure",2010,"UTM unknown sone","392613 6548493",5906228504520,712730979060,"WGS1146","d5414c75-3d20-4b95-beeb-1743ccf3374f","decimalLatidude",5906228504520
"Setesdal_site4_plot_4","D4",4,"Exclosure",2010,"UTM unknown sone","392613 6548484",5906220426340,712731418940,"WGS1147","d3050bbf-a15a-4e6a-a0c7-6ae1940dd0a5","decimalLatidude",5906220426340
"Setesdal_site4_plot_5","D5",5,"Exclosure",2010,"UTM unknown sone","392617 6548480",5906216936720,712738585588,"WGS1148","1acd8952-9ce4-4056-b57a-bd8d7af6071c","decimalLatidude",5906216936720
"Setesdal_site4_plot_6","D6",6,"Exclosure",2010,"UTM unknown sone","392616 6548494",5906229477610,712736158564,"WGS1149","cb1747bd-37d7-4d54-a9be-83671a34a781","decimalLatidude",5906229477610
"Setesdal_site4_plot_7","D7",7,"Exclosure",2010,"UTM unknown sone","392616 6548477",5906214218820,712736989423,"WGS1150","9e4660f6-c221-4615-b8b7-cba333559ba3","decimalLatidude",5906214218820
"Setesdal_site4_plot_8","D8",8,"Exclosure",2010,"UTM unknown sone","392604 6548460",5906198657960,712716906945,"WGS1151","9946b3d4-c539-4018-9a51-e5082ad3c89e","decimalLatidude",5906198657960
"Setesdal_site4_plot_9","D9",9,"Exclosure",2010,"UTM unknown sone","392606 6548461",5906199605880,712720343622,"WGS1152","650c8f17-4649-4c28-a879-c2195e8b6070","decimalLatidude",5906199605880
"Setesdal_site4_plot_10","D10",10,"Exclosure",2010,"UTM unknown sone","392619 6548454",5906193650080,712743341838,"WGS1153","afe7c1b4-6e38-4c5a-9efe-e9b1c067d7a0","decimalLatidude",5906193650080
"Setesdal_site4_plot_11","D11",11,"Browsed",2010,"UTM unknown sone","392711 6548332",5906086460360,712909634297,"WGS1154","25723fb8-b356-4c0f-baa6-91acac1d3e6a","decimalLatidude",5906086460360
"Setesdal_site4_plot_12","D12",12,"Browsed",2010,"UTM unknown sone","392716 6548321",5906076712750,712918884971,"WGS1155","ae17f6d4-8dc9-4a33-854c-c52a97d6d65c","decimalLatidude",5906076712750
"Setesdal_site4_plot_13","D13",13,"Browsed",2010,"UTM unknown sone","392719 6548309",5906066017260,712924698990,"WGS1156","9cda1e98-2dd6-47de-96e0-ae9654252f34","decimalLatidude",5906066017260
"Setesdal_site4_plot_14","D14",14,"Browsed",2010,"UTM unknown sone","392703 6548306",5906062922170,712896962088,"WGS1157","ae994938-85f4-4fa0-b608-e4dae967b613","decimalLatidude",5906062922170
"Setesdal_site4_plot_15","D15",15,"Browsed",2010,"UTM unknown sone","392706 6548310",5906066587920,712901994907,"WGS1158","5fce7228-4ea2-4445-ad3d-8c2d46335bae","decimalLatidude",5906066587920
"Setesdal_site4_plot_16","D16",16,"Browsed",2010,"UTM unknown sone","392704 6548310",5906066537630,712898509483,"WGS1159","09b0a44e-3ceb-48d8-b037-8dbca31d5416","decimalLatidude",5906066537630
"Setesdal_site4_plot_17","D17",17,"Browsed",2010,"UTM unknown sone","392702 6548328",5906082643710,712894145119,"WGS1160","95033ff3-04df-4bb1-b80a-5cedbe301db2","decimalLatidude",5906082643710
"Setesdal_site4_plot_18","D18",18,"Browsed",2010,"UTM unknown sone","392708 6548314",5906070228530,712905285023,"WGS1161","98dcb35e-41a7-4cd5-ae5e-513b0d3d0ef6","decimalLatidude",5906070228530
"Setesdal_site4_plot_19","D19",19,"Browsed",2010,"UTM unknown sone","392713 6548307",5906064071230,712914340367,"WGS1162","4358ece7-1285-4234-892d-7d425bd7be9d","decimalLatidude",5906064071230
"Setesdal_site4_plot_20","D20",20,"Browsed",2010,"UTM unknown sone","392705 6548306",5906062972470,712900447509,"WGS1163","c9473ae0-8358-4cc4-85ca-483b9e7495bf","decimalLatidude",5906062972470
"Setesdal_site5_plot_1","E1",1,"Exclosure",2010,"UTM unknown sone","392756 6549567",5907196098850,712927758633,"WGS1164","6c9d0266-1d17-420a-b61b-54a80c0a005b","decimalLatidude",5907196098850
"Setesdal_site5_plot_2","E2",2,"Exclosure",2010,"UTM unknown sone","392758 6549558",5907188070970,712931684781,"WGS1165","b16bece7-c861-42bb-9f95-54399a97c24c","decimalLatidude",5907188070970
"Setesdal_site5_plot_3","E3",3,"Exclosure",2010,"UTM unknown sone","392765 6549561",5907190939720,712943741230,"WGS1166","3faa00e5-6926-4751-aa74-d8509f4a0e15","decimalLatidude",5907190939720
"Setesdal_site5_plot_4","E4",4,"Exclosure",2010,"UTM unknown sone","392753 6549583",5907210384620,712921747265,"WGS1167","2d3dadad-e838-4509-bf20-708d324937ac","decimalLatidude",5907210384620
"Setesdal_site5_plot_5","E5",5,"Exclosure",2010,"UTM unknown sone","392754 6549552",5907182584920,712925004719,"WGS1168","9a90e8d4-bd43-4c83-8a6c-68ab9445a59c","decimalLatidude",5907182584920
"Setesdal_site5_plot_6","E6",6,"Exclosure",2010,"UTM unknown sone","392765 6549558",5907188246990,712943887747,"WGS1169","eecdbe3d-3636-4290-9a7d-f43401fa616b","decimalLatidude",5907188246990
"Setesdal_site5_plot_7","E7",7,"Exclosure",2010,"UTM unknown sone","392763 6549553",5907183708820,712940645382,"WGS1170","0ef06ae2-e27b-419f-b022-7f91cea380b2","decimalLatidude",5907183708820
"Setesdal_site5_plot_8","E8",8,"Exclosure",2010,"UTM unknown sone","392768 6549556",5907186527280,712949215264,"WGS1171","e041648c-5f81-4f84-bbe3-d553f171e3b5","decimalLatidude",5907186527280
"Setesdal_site5_plot_9","E9",9,"Exclosure",2010,"UTM unknown sone","392756 6549560",5907189815820,712928100534,"WGS1172","913543f5-cbbe-498d-9cf4-0b3a418c0364","decimalLatidude",5907189815820
"Setesdal_site5_plot_10","E10",10,"Exclosure",2010,"UTM unknown sone","392756 6549570",5907198791580,712927612104,"WGS1173","c44f4b8c-02c8-4f26-b70e-cea80eb891eb","decimalLatidude",5907198791580
"Setesdal_site5_plot_11","E11",11,"Browsed",2010,"UTM unknown sone","392806 6549575",5907204536570,713014532346,"WGS1174","6c5267e3-df38-4906-a162-7183ea077141","decimalLatidude",5907204536570
"Setesdal_site5_plot_12","E12",12,"Browsed",2010,"UTM unknown sone","392803 6549562",5907192792670,713009937158,"WGS1175","b2c87238-bfeb-4bb4-86a7-bc71d80bcf55","decimalLatidude",5907192792670
"Setesdal_site5_plot_13","E13",13,"Browsed",2010,"UTM unknown sone","392817 6549559",5907190451840,713034489581,"WGS1176","ebbf24e5-d284-445e-b6b5-c1b353b4f39b","decimalLatidude",5907190451840
"Setesdal_site5_plot_14","E14",14,"Browsed",2010,"UTM unknown sone","392805 6549553",5907184764760,713013863111,"WGS1177","f6218110-4857-48a6-824f-e3c6331a5f3b","decimalLatidude",5907184764760
"Setesdal_site5_plot_15","E15",15,"Browsed",2010,"UTM unknown sone","392816 6549564",5907194914590,713032502221,"WGS1178","2177a4e6-5072-44e8-9871-22c922a41a8e","decimalLatidude",5907194914590
"Setesdal_site5_plot_16","E16",16,"Browsed",2010,"UTM unknown sone","392807 6549579",5907208152010,713016080355,"WGS1179","68224533-2470-447d-9dd0-340d24279d1a","decimalLatidude",5907208152010
"Setesdal_site5_plot_17","E17",17,"Browsed",2010,"UTM unknown sone","392805 6549578",5907207204160,713012642593,"WGS1180","1a2df11f-bbbf-48f9-929e-de6ac3866163","decimalLatidude",5907207204160
"Setesdal_site5_plot_18","E18",18,"Browsed",2010,"UTM unknown sone","392809 6549578",5907207304710,713019615758,"WGS1181","db26e97b-93ca-4ddf-9878-150fec6d890a","decimalLatidude",5907207304710
"Setesdal_site5_plot_19","E19",19,"Browsed",2010,"UTM unknown sone","392818 6549572",5907202145470,713035598272,"WGS1182","e6738059-e6ed-4400-afb2-58a71445a3f5","decimalLatidude",5907202145470
"Setesdal_site5_plot_20","E20",20,"Browsed",2010,"UTM unknown sone","392805 6549561",5907191945370,713013472547,"WGS1183","f2367261-8ee0-4887-b5de-9e0e9186d4ea","decimalLatidude",5907191945370
"Setesdal_site6_plot_1","F1",1,"Exclosure",2010,"UTM unknown sone","395861 6546755",5904748989580,718474063818,"WGS1184","5fe6a0bc-420e-4f43-a9f4-41535cfdfcc3","decimalLatidude",5904748989580
"Setesdal_site6_plot_2","F2",2,"Exclosure",2010,"UTM unknown sone","395866 6546778",5904769756520,718481685321,"WGS1185","52b42183-eced-45bc-b6ee-7926d99b23b4","decimalLatidude",5904769756520
"Setesdal_site6_plot_3","F3",3,"Exclosure",2010,"UTM unknown sone","395853 6546790",5904780210640,718458469641,"WGS1186","7450561f-b9c7-409a-b935-6ba8723d99b2","decimalLatidude",5904780210640
"Setesdal_site6_plot_4","F4",4,"Exclosure",2010,"UTM unknown sone","395863 6546772",5904764297690,718476743086,"WGS1187","f447c38e-fb52-4520-b760-342445a1a6e3","decimalLatidude",5904764297690
"Setesdal_site6_plot_5","F5",5,"Exclosure",2010,"UTM unknown sone","395860 6546765",5904757941250,718471848217,"WGS1188","20e9f5cb-56da-4ae8-86d1-d071b53c9fe5","decimalLatidude",5904757941250
"Setesdal_site6_plot_6","F6",6,"Exclosure",2010,"UTM unknown sone","395866 6546772",5904764370880,718481969408,"WGS1189","4e3eeab4-26ab-4741-ab36-5a0d230f2556","decimalLatidude",5904764370880
"Setesdal_site6_plot_7","F7",7,"Exclosure",2010,"UTM unknown sone","395852 6546743",5904737998720,718458953165,"WGS1190","1f9eeda2-25fa-43b9-ac6a-1783b5396cd7","decimalLatidude",5904737998720
"Setesdal_site6_plot_8","F8",8,"Exclosure",2010,"UTM unknown sone","395863 6546756",5904749935980,718477500669,"WGS1191","e5ceb58b-dda3-4313-be3a-22d7a40cfb52","decimalLatidude",5904749935980
"Setesdal_site6_plot_9","F9",9,"Exclosure",2010,"UTM unknown sone","395868 6546790",5904780576600,718484601374,"WGS1192","13265159-04ea-4c28-a802-920501ba0150","decimalLatidude",5904780576600
"Setesdal_site6_plot_10","F10",10,"Exclosure",2010,"UTM unknown sone","395861 6546794",5904783996250,718472217162,"WGS1193","df7fac2e-5923-4c85-a671-aefebf8ff39b","decimalLatidude",5904783996250
"Setesdal_site6_plot_11","F11",11,"Browsed",2010,"UTM unknown sone","395864 6546718",5904715851300,718481041982,"WGS1194","ecb34e94-8cf2-4ba6-aacb-cb227b58f54b","decimalLatidude",5904715851300
"Setesdal_site6_plot_12","F12",12,"Browsed",2010,"UTM unknown sone","395852 6546709",5904707480080,718460563161,"WGS1195","e924d2f9-f4c7-40c6-9ea9-d5e2b96ea035","decimalLatidude",5904707480080
"Setesdal_site6_plot_13","F13",13,"Browsed",2010,"UTM unknown sone","395857 6546703",5904702216420,718469557654,"WGS1196","1007c456-5843-469e-ad50-7844a44243ba","decimalLatidude",5904702216420
"Setesdal_site6_plot_14","F14",14,"Browsed",2010,"UTM unknown sone","395862 6546741",5904736447480,718476468803,"WGS1197","aae3cad4-b532-4fb9-a5bb-a8570fdc3b4f","decimalLatidude",5904736447480
"Setesdal_site6_plot_15","F15",15,"Browsed",2010,"UTM unknown sone","395859 6546716",5904713934110,718472426267,"WGS1198","c4b4fce6-632a-4a18-9b50-c0795d0f6d03","decimalLatidude",5904713934110
"Setesdal_site6_plot_16","F16",16,"Browsed",2010,"UTM unknown sone","395856 6546709",5904707577670,718467531475,"WGS1199","d9eb6bb8-8b71-4d71-8dac-3387a526e9b4","decimalLatidude",5904707577670
"Setesdal_site6_plot_17","F17",17,"Browsed",2010,"UTM unknown sone","395867 6546706",5904705153200,718486836378,"WGS1200","bda72a6f-71e3-478a-a33c-b1a8c343c642","decimalLatidude",5904705153200
"Setesdal_site6_plot_18","F18",18,"Browsed",2010,"UTM unknown sone","395852 6546723",5904720046580,718459900226,"WGS1201","6ec031b8-154f-409c-801e-faa6ec3ff022","decimalLatidude",5904720046580
"Setesdal_site6_plot_19","F19",19,"Browsed",2010,"UTM unknown sone","395865 6546704",5904703309200,718483446916,"WGS1202","bb8710c9-28a0-449a-801e-c1cb17c85c28","decimalLatidude",5904703309200
"Setesdal_site6_plot_20","F20",20,"Browsed",2010,"UTM unknown sone","395868 6546707",5904706075210,718488531111,"WGS1203","9b943446-5539-4be7-b332-15121c092b0d","decimalLatidude",5904706075210
"Setesdal_site7_plot_1","G1",1,"Exclosure",2010,"UTM unknown sone","399961 6545029",5903297717140,725695385955,"WGS1204","8ac77b11-1ce9-430e-90b1-d3d726f61f90","decimalLatidude",5903297717140
"Setesdal_site7_plot_2","G2",2,"Exclosure",2010,"UTM unknown sone","399968 6545028",5903296983450,725707621429,"WGS1205","1dff6555-2d86-40d8-8047-bf2d6fba36f5","decimalLatidude",5903296983450
"Setesdal_site7_plot_3","G3",3,"Exclosure",2010,"UTM unknown sone","399957 6545025",5903294032870,725688601990,"WGS1206","b5ce851a-4311-4894-8ddf-7e42e800ad71","decimalLatidude",5903294032870
"Setesdal_site7_plot_4","G4",4,"Exclosure",2010,"UTM unknown sone","399967 6545035",5903303243540,725705561931,"WGS1207","feedbae0-e5d1-4339-9c1c-76924baab125","decimalLatidude",5903303243540
"Setesdal_site7_plot_5","G5",5,"Exclosure",2010,"UTM unknown sone","399964 6545040",5903307661490,725700110424,"WGS1208","8d36985b-0c2e-4529-8b8d-c1d2f568a620","decimalLatidude",5903307661490
"Setesdal_site7_plot_6","G6",6,"Exclosure",2010,"UTM unknown sone","399965 6545025",5903294220250,725702533445,"WGS1209","5faba075-04a9-473a-8b81-1500d35c6f92","decimalLatidude",5903294220250
"Setesdal_site7_plot_7","G7",7,"Exclosure",2010,"UTM unknown sone","399963 6545025",5903294173410,725699050581,"WGS1210","46754d68-6711-4fbc-a913-84b399306ab7","decimalLatidude",5903294173410
"Setesdal_site7_plot_8","G8",8,"Exclosure",2010,"UTM unknown sone","399968 6545030",5903298778740,725707530555,"WGS1211","5f0c76d4-3623-41ca-b061-8c9f3d5ba648","decimalLatidude",5903298778740
"Setesdal_site7_plot_9","G9",9,"Exclosure",2010,"UTM unknown sone","399959 6545030",5903298567940,725691857646,"WGS1212","461450f3-f8ed-4d0e-bd54-3383e8b13967","decimalLatidude",5903298567940
"Setesdal_site7_plot_10","G10",10,"Exclosure",2010,"UTM unknown sone","399965 6545015",5903285243810,725702987829,"WGS1213","2b415b67-7b72-4300-b115-b38c1849307c","decimalLatidude",5903285243810
"Setesdal_site7_plot_11","G11",11,"Browsed",2010,"UTM unknown sone","399913 6545093",5903354041770,725608887526,"WGS1214","25faf34f-2000-4499-8ed8-8ba06a2658f9","decimalLatidude",5903354041770
"Setesdal_site7_plot_12","G12",12,"Browsed",2010,"UTM unknown sone","399918 6545087",5903348773080,725617867604,"WGS1215","c35218c6-9678-4664-96e1-d379e3c871e0","decimalLatidude",5903348773080
"Setesdal_site7_plot_13","G13",13,"Browsed",2010,"UTM unknown sone","399919 6545056",5903320969550,725621018345,"WGS1216","c484df15-84fb-4520-87bc-5ef6c92e0604","decimalLatidude",5903320969550
"Setesdal_site7_plot_14","G14",14,"Browsed",2010,"UTM unknown sone","399918 6545084",5903346080150,725618003989,"WGS1217","7cc72aba-ed36-41b4-aa1c-65f24704ae37","decimalLatidude",5903346080150
"Setesdal_site7_plot_15","G15",15,"Browsed",2010,"UTM unknown sone","399903 6545097",5903357397990,725591291039,"WGS1218","06d6e061-2feb-4613-ab45-16015996507a","decimalLatidude",5903357397990
"Setesdal_site7_plot_16","G16",16,"Browsed",2010,"UTM unknown sone","399903 6545074",5903336752180,725592336812,"WGS1219","302f7da4-88cc-4d1a-b687-b939f19e5641","decimalLatidude",5903336752180
"Setesdal_site7_plot_17","G17",17,"Browsed",2010,"UTM unknown sone","399914 6545078",5903340600550,725611310938,"WGS1220","cca46a6f-9282-4a8b-8076-5365618a167b","decimalLatidude",5903340600550
"Setesdal_site7_plot_18","G18",18,"Browsed",2010,"UTM unknown sone","399916 6545097",5903357702650,725613930060,"WGS1221","a08a890a-cab4-46eb-be2c-3ff9264dc968","decimalLatidude",5903357702650
"Setesdal_site7_plot_19","G19",19,"Browsed",2010,"UTM unknown sone","399915 6545090",5903351395710,725612506838,"WGS1222","14c15d1f-3107-4d11-b452-e70d6c4d5656","decimalLatidude",5903351395710
"Setesdal_site7_plot_20","G20",20,"Browsed",2010,"UTM unknown sone","399907 6545073",5903335948290,725599348088,"WGS1223","b6393971-78fc-4993-bea8-5a05592c4180","decimalLatidude",5903335948290
"Setesdal_site8_plot_1","H1",1,"Exclosure",2010,"UTM unknown sone","400559 6545072",5903350281120,726734826008,"WGS1224","d3330e44-5ede-48ac-a3c5-5f641ef30065","decimalLatidude",5903350281120
"Setesdal_site8_plot_2","H2",2,"Exclosure",2010,"UTM unknown sone","400567 6545094",5903370215660,726747764089,"WGS1225","1eab5e5e-314b-426a-a819-0b23b2fc5587","decimalLatidude",5903370215660
"Setesdal_site8_plot_3","H3",3,"Exclosure",2010,"UTM unknown sone","400564 6545080",5903357578720,726743172011,"WGS1226","fbdf2232-6c71-4169-baac-17a014d8c03d","decimalLatidude",5903357578720
"Setesdal_site8_plot_4","H4",4,"Exclosure",2010,"UTM unknown sone","400569 6545086",5903363081030,726751608382,"WGS1227","89528062-6b95-469e-8533-65ae4f4ddc6d","decimalLatidude",5903363081030
"Setesdal_site8_plot_5","H5",5,"Exclosure",2010,"UTM unknown sone","400562 6545091",5903367406300,726739192198,"WGS1228","429aeb37-c0cf-4a98-8fde-651f8b91b217","decimalLatidude",5903367406300
"Setesdal_site8_plot_6","H6",6,"Exclosure",2010,"UTM unknown sone","400562 6545093",5903369201600,726739101859,"WGS1229","3fcdadab-22e8-4fc8-9391-ee5cb2f29fbd","decimalLatidude",5903369201600
"Setesdal_site8_plot_7","H7",7,"Exclosure",2010,"UTM unknown sone","400559 6545077",5903354769360,726734600155,"WGS1230","61635807-a2b2-4952-b2ae-1c9560a89cc5","decimalLatidude",5903354769360
"Setesdal_site8_plot_8","H8",8,"Exclosure",2010,"UTM unknown sone","400555 6545063",5903342109140,726728266679,"WGS1231","4e8cbd2c-2849-44be-93b0-6547d2cf5ac9","decimalLatidude",5903342109140
"Setesdal_site8_plot_9","H9",9,"Exclosure",2010,"UTM unknown sone","400566 6545074",5903352239390,726746925963,"WGS1232","4202212f-d182-4116-b827-fa8a60e67c1f","decimalLatidude",5903352239390
"Setesdal_site8_plot_10","H10",10,"Exclosure",2010,"UTM unknown sone","400562 6545078",5903355736860,726739779402,"WGS1233","10e666d5-3961-4219-9128-8039efb8bf28","decimalLatidude",5903355736860
"Setesdal_site8_plot_11","H11",11,"Browsed",2010,"UTM unknown sone","400607 6545073",5903352296100,726818371446,"WGS1234","28dcbe0d-1702-4549-ba8c-11d307e80e33","decimalLatidude",5903352296100
"Setesdal_site8_plot_12","H12",12,"Browsed",2010,"UTM unknown sone","400604 6545067",5903346840380,726813417932,"WGS1235","e580486d-51cd-4e23-ad15-fd09ece90a5c","decimalLatidude",5903346840380
"Setesdal_site8_plot_13","H13",13,"Browsed",2010,"UTM unknown sone","400601 6545071",5903350361160,726808012920,"WGS1236","458d8313-ff6b-439a-93c6-51156013621d","decimalLatidude",5903350361160
"Setesdal_site8_plot_14","H14",14,"Browsed",2010,"UTM unknown sone","400616 6545077",5903356096140,726833864114,"WGS1237","a54d250e-bbc0-4424-b896-0034561e0d02","decimalLatidude",5903356096140
"Setesdal_site8_plot_15","H15",15,"Browsed",2010,"UTM unknown sone","400615 6545092",5903369537610,726831445457,"WGS1238","bb84b020-6804-441b-bc2c-0d95c8153eb4","decimalLatidude",5903369537610
"Setesdal_site8_plot_16","H16",16,"Browsed",2010,"UTM unknown sone","400617 6545093",5903370481800,726834883274,"WGS1239","123d6157-80c5-4f12-a3a6-590deda4360f","decimalLatidude",5903370481800
"Setesdal_site8_plot_17","H17",17,"Browsed",2010,"UTM unknown sone","400613 6545094",5903371286370,726827872203,"WGS1240","9600de19-d2c7-47ee-b0b4-406f0593fc53","decimalLatidude",5903371286370
"Setesdal_site8_plot_18","H18",18,"Browsed",2010,"UTM unknown sone","400607 6545099",5903375634980,726817197568,"WGS1241","d221779b-6e29-49dd-a536-8044eda14699","decimalLatidude",5903375634980
