"locality","verbatimLocality","stationNumber","siteNumber","eventDate","verbatimCoordinateSystem","verbatimCoordinates","decimalLatidude","decimalLongitude","geodeticDatum","eventID","scientificName","organismQuantity"
"Setesdal_site2_plot_5","B5",5,"Exclosure",2006,"UTM unknown sone","389964 6544684",5902742215310,708304954877,"WGS708","438def70-996a-4ee2-b7c8-b99011e23114","Deschampsia flexuosa",100
"Setesdal_site2_plot_6","B6",6,"Exclosure",2006,"UTM unknown sone","389962 6544679",5902737676010,708301722721,"WGS709","603c6962-eb9a-4b2b-8b2f-f234544cffdb","Deschampsia flexuosa",100
"Setesdal_site2_plot_7","B7",7,"Exclosure",2006,"UTM unknown sone","389964 6544669",5902728751940,708305704297,"WGS710","1c40d4ba-2203-4186-9cd9-2bb5b800096b","Deschampsia flexuosa",100
"Setesdal_site2_plot_8","B8",8,"Exclosure",2006,"UTM unknown sone","389964 6544666",5902726059270,708305854180,"WGS711","d90a3cf9-157e-438c-b6d5-d02f144405fe","Deschampsia flexuosa",100
"Setesdal_site2_plot_9","B9",9,"Exclosure",2006,"UTM unknown sone","389955 6544657",5902717749420,708290635083,"WGS712","026dc12f-910e-448b-89f3-39c6c5c93d9e","Deschampsia flexuosa",43.75
"Setesdal_site2_plot_10","B10",10,"Exclosure",2006,"UTM unknown sone","389958 6544655",5902716031580,708295957924,"WGS713","7d8271fd-99fc-422e-8493-15924636a8ee","Deschampsia flexuosa",100
"Setesdal_site2_plot_11","B11",11,"Browsed",2006,"UTM unknown sone","390002 6544606",5902673184380,708375007855,"WGS714","b6ed8950-c8a9-4642-b200-9993d28df31b","Deschampsia flexuosa",43.75
"Setesdal_site2_plot_12","B12",12,"Browsed",2006,"UTM unknown sone","390008 6544609",5902676031540,708385303737,"WGS715","758a40c8-8ca6-4d66-b4e5-06f3dd6a1039","Deschampsia flexuosa",100
"Setesdal_site2_plot_13","B13",13,"Browsed",2006,"UTM unknown sone","390015 6544604",5902671723960,708397740077,"WGS716","c2b9e491-a902-4918-bd2e-c8917afa9481","Deschampsia flexuosa",93.75
"Setesdal_site2_plot_14","B14",14,"Browsed",2006,"UTM unknown sone","390019 6544610",5902677212290,708404404269,"WGS717","c81423c4-9029-47b7-8519-f5d45109d072","Deschampsia flexuosa",100
"Setesdal_site2_plot_15","B15",15,"Browsed",2006,"UTM unknown sone","390015 6544618",5902684289780,708397040971,"WGS718","c24ab392-efa2-40f7-ac1a-8cba1bf2ffd2","Deschampsia flexuosa",100
"Setesdal_site2_plot_16","B16",16,"Browsed",2006,"UTM unknown sone","390013 6544627",5902692316320,708393109622,"WGS719","2531d916-132c-4807-95d7-7bba5f6484e0","Deschampsia flexuosa",81.25
"Setesdal_site2_plot_17","B17",17,"Browsed",2006,"UTM unknown sone","390004 6544634",5902698367510,708377091394,"WGS720","36fc48a7-e0b9-43d1-a8fd-4c276c7a8bff","Deschampsia flexuosa",81.25
"Setesdal_site2_plot_18","B18",18,"Browsed",2006,"UTM unknown sone","390014 6544630",5902695034740,708394700771,"WGS721","82d012c7-8080-4c64-9afb-165836da52af","Deschampsia flexuosa",100
"Setesdal_site2_plot_19","B19",19,"Browsed",2006,"UTM unknown sone","390015 6544611",5902678006870,708397390525,"WGS722","dba403aa-b5af-49d6-84b0-dc82df9fef04","Deschampsia flexuosa",100
"Setesdal_site2_plot_20","B20",20,"Browsed",2006,"UTM unknown sone","390018 6544603",5902670903640,708403012860,"WGS723","f53b4156-abeb-430c-aa82-3a3273d36348","Deschampsia flexuosa",75
"Setesdal_site3_plot_1","C1",1,"Exclosure",2006,"UTM unknown sone","392202 6542617",5900943978030,712302463693,"WGS724","59d7e41e-ff22-4e63-9fa5-e0fa7fb3f5ea","Deschampsia flexuosa",100
"Setesdal_site3_plot_2","C2",2,"Exclosure",2006,"UTM unknown sone","392213 6542628",5900954128790,712321067286,"WGS725","e76cf476-6276-4946-8971-5c3a8721de67","Deschampsia flexuosa",100
"Setesdal_site3_plot_3","C3",3,"Exclosure",2006,"UTM unknown sone","392211 6542638",5900963054170,712317098226,"WGS726","5dddf091-20a0-474e-9edc-3f07dd8c3eed","Deschampsia flexuosa",100
"Setesdal_site3_plot_4","C4",4,"Exclosure",2006,"UTM unknown sone","392211 6542634",5900959463850,712317293753,"WGS727","12236af9-3952-4f50-ba36-683d3255ad75","Deschampsia flexuosa",100
"Setesdal_site3_plot_5","C5",5,"Exclosure",2006,"UTM unknown sone","392203 6542617",5900944003250,712304203809,"WGS728","68c5b2c9-23e7-441f-b64e-cf99f16f636c","Deschampsia flexuosa",100
"Setesdal_site3_plot_6","C6",6,"Exclosure",2006,"UTM unknown sone","392209 6542640",5900964798900,712313520209,"WGS729","9b8436e1-46f8-4402-b23b-8e1e0bd435aa","Deschampsia flexuosa",100
"Setesdal_site3_plot_7","C7",7,"Exclosure",2006,"UTM unknown sone","392204 6542627",5900953004270,712305455079,"WGS730","8666a678-6e93-4593-ad66-e43e4b3018c9","Deschampsia flexuosa",100
"Setesdal_site3_plot_8","C8",8,"Exclosure",2006,"UTM unknown sone","392206 6542647",5900971006330,712307957639,"WGS731","8565e891-d663-43f6-bfb1-a17aa1f028b2","Deschampsia flexuosa",100
"Setesdal_site3_plot_9","C9",9,"Exclosure",2006,"UTM unknown sone","392209 6542608",5900936076310,712315084444,"WGS732","9d2dbe02-0105-4c6f-87dd-d38a29b8e3ca","Deschampsia flexuosa",100
"Setesdal_site3_plot_10","C10",10,"Exclosure",2006,"UTM unknown sone","392211 6542612",5900939717060,712318369144,"WGS733","88034f22-026d-44c3-85e2-d28143e1d2f1","Deschampsia flexuosa",100
"Setesdal_site3_plot_11","C11",11,"Browsed",2006,"UTM unknown sone","392207 6542506",5900844472580,712316590106,"WGS734","45dfc5f5-2c9d-48b9-b562-e4986810feef","Deschampsia flexuosa",100
"Setesdal_site3_plot_12","C12",12,"Browsed",2006,"UTM unknown sone","392203 6542531",5900866811260,712308407795,"WGS735","ac2db7c6-5c65-4fae-98f2-f8ffc7478521","Deschampsia flexuosa",100
"Setesdal_site3_plot_13","C13",13,"Browsed",2006,"UTM unknown sone","392205 6542516",5900853397970,712312621167,"WGS736","2c85376e-0c63-47fc-9078-b0cf352f7e76","Deschampsia flexuosa",68.75
"Setesdal_site3_plot_15","C15",15,"Browsed",2006,"UTM unknown sone","392216 6542514",5900851880150,712331859695,"WGS738","9a9b4232-b58f-4c07-b93d-41d92855f738","Deschampsia flexuosa",100
"Setesdal_site3_plot_16","C16",16,"Browsed",2006,"UTM unknown sone","392215 6542535",5900870704150,712329093216,"WGS739","7a1fc85d-68a1-4969-97f4-de6d7ec7c918","Deschampsia flexuosa",100
"Setesdal_site3_plot_17","C17",17,"Browsed",2006,"UTM unknown sone","392213 6542535",5900870653720,712325613057,"WGS740","6c484e8f-6dd5-4f45-9003-f62ef860dd6a","Deschampsia flexuosa",100
"Setesdal_site3_plot_18","C18",18,"Browsed",2006,"UTM unknown sone","392211 6542518",5900855344410,712322963833,"WGS741","dfa320b9-6d11-4f50-ade3-56f99b78bed8","Deschampsia flexuosa",87.5
"Setesdal_site3_plot_19","C19",19,"Browsed",2006,"UTM unknown sone","392210 6542522",5900858909530,712321028247,"WGS742","4179bac6-0b52-4f07-a8e2-be309c891362","Deschampsia flexuosa",100
"Setesdal_site3_plot_20","C20",20,"Browsed",2006,"UTM unknown sone","392211 6542528",5900864320230,712322475049,"WGS743","f41a18ee-3f33-4c71-be51-aa9175dac156","Deschampsia flexuosa",68.75
"Setesdal_site4_plot_1","D1",1,"Exclosure",2006,"UTM unknown sone","392607 6548498",5906232841360,712720277914,"WGS744","b7221165-0be7-4395-a6d5-26beebe20106","Deschampsia flexuosa",87.5
"Setesdal_site4_plot_2","D2",2,"Exclosure",2006,"UTM unknown sone","392607 6548499",5906233738940,712720229035,"WGS745","783fb552-cfd9-41d7-a8a0-d4f0e71724c3","Deschampsia flexuosa",75
"Setesdal_site4_plot_3","D3",3,"Exclosure",2006,"UTM unknown sone","392613 6548493",5906228504520,712730979060,"WGS746","023f6cc9-f27b-459a-a1f8-201e5e1b8c6f","Deschampsia flexuosa",100
"Setesdal_site4_plot_4","D4",4,"Exclosure",2006,"UTM unknown sone","392613 6548484",5906220426340,712731418940,"WGS747","a67250ed-07be-4b36-b5b1-f2f55fcd560c","Deschampsia flexuosa",100
"Setesdal_site4_plot_5","D5",5,"Exclosure",2006,"UTM unknown sone","392617 6548480",5906216936720,712738585588,"WGS748","0e2a1793-edfe-421e-afb7-db80420a739b","Deschampsia flexuosa",81.25
"Setesdal_site4_plot_6","D6",6,"Exclosure",2006,"UTM unknown sone","392616 6548494",5906229477610,712736158564,"WGS749","9028fb4d-5e80-4d5d-82e4-225f5f029f25","Deschampsia flexuosa",87.5
"Setesdal_site4_plot_7","D7",7,"Exclosure",2006,"UTM unknown sone","392616 6548477",5906214218820,712736989423,"WGS750","633cd4d1-33e3-4030-a746-92ece1f6f235","Deschampsia flexuosa",81.25
"Setesdal_site4_plot_8","D8",8,"Exclosure",2006,"UTM unknown sone","392604 6548460",5906198657960,712716906945,"WGS751","ef44ef64-2333-4259-b578-1a9c3612b906","Deschampsia flexuosa",43.75
"Setesdal_site4_plot_9","D9",9,"Exclosure",2006,"UTM unknown sone","392606 6548461",5906199605880,712720343622,"WGS752","04fa9ad6-ab2b-4627-ba6c-879c92916b9a","Deschampsia flexuosa",56.25
"Setesdal_site4_plot_10","D10",10,"Exclosure",2006,"UTM unknown sone","392619 6548454",5906193650080,712743341838,"WGS753","9588cc1d-dd2c-4049-b597-9095e3d90700","Deschampsia flexuosa",100
"Setesdal_site4_plot_11","D11",11,"Browsed",2006,"UTM unknown sone","392711 6548332",5906086460360,712909634297,"WGS754","068e635b-8e6c-40e1-b9ee-223bf5443af6","Deschampsia flexuosa",75
"Setesdal_site4_plot_12","D12",12,"Browsed",2006,"UTM unknown sone","392716 6548321",5906076712750,712918884971,"WGS755","06478b2f-96b8-4f4c-8508-76b7306efee8","Deschampsia flexuosa",68.75
"Setesdal_site4_plot_13","D13",13,"Browsed",2006,"UTM unknown sone","392719 6548309",5906066017260,712924698990,"WGS756","6d5819d6-f5fa-410e-8ef4-eaedd0b14071","Deschampsia flexuosa",6.25
"Setesdal_site4_plot_14","D14",14,"Browsed",2006,"UTM unknown sone","392703 6548306",5906062922170,712896962088,"WGS757","c22931d5-bbb7-4515-ad3a-a336a28cfa2d","Deschampsia flexuosa",68.75
"Setesdal_site4_plot_15","D15",15,"Browsed",2006,"UTM unknown sone","392706 6548310",5906066587920,712901994907,"WGS758","488b89f6-786f-4442-b678-ac45ab675491","Deschampsia flexuosa",100
"Setesdal_site4_plot_16","D16",16,"Browsed",2006,"UTM unknown sone","392704 6548310",5906066537630,712898509483,"WGS759","de44fbd4-c14b-4a82-a3b7-f92fa86d14c2","Deschampsia flexuosa",68.75
"Setesdal_site4_plot_17","D17",17,"Browsed",2006,"UTM unknown sone","392702 6548328",5906082643710,712894145119,"WGS760","db3f0c8d-f387-482e-969a-449e6491dd0e","Deschampsia flexuosa",93.75
"Setesdal_site4_plot_18","D18",18,"Browsed",2006,"UTM unknown sone","392708 6548314",5906070228530,712905285023,"WGS761","bc74a1cb-796c-4a90-b4e6-5718b7aba733","Deschampsia flexuosa",87.5
"Setesdal_site4_plot_19","D19",19,"Browsed",2006,"UTM unknown sone","392713 6548307",5906064071230,712914340367,"WGS762","fbe9fe40-03cf-4b9f-8758-bb53c064fc6d","Deschampsia flexuosa",43.75
"Setesdal_site4_plot_20","D20",20,"Browsed",2006,"UTM unknown sone","392705 6548306",5906062972470,712900447509,"WGS763","0a61baa0-6dc3-4cd1-ae73-4dc1b8bddf27","Deschampsia flexuosa",93.75
"Setesdal_site5_plot_1","E1",1,"Exclosure",2006,"UTM unknown sone","392756 6549567",5907196098850,712927758633,"WGS764","37efc265-005d-4283-97b3-510b37949d19","Deschampsia flexuosa",68.75
"Setesdal_site5_plot_2","E2",2,"Exclosure",2006,"UTM unknown sone","392758 6549558",5907188070970,712931684781,"WGS765","0302feec-7dc7-46fc-a50b-9c4d3399c9a5","Deschampsia flexuosa",100
"Setesdal_site5_plot_3","E3",3,"Exclosure",2006,"UTM unknown sone","392765 6549561",5907190939720,712943741230,"WGS766","5481d004-f5eb-4ee1-bfea-9c1fda6699e0","Deschampsia flexuosa",93.75
"Setesdal_site5_plot_4","E4",4,"Exclosure",2006,"UTM unknown sone","392753 6549583",5907210384620,712921747265,"WGS767","746325f3-7273-485f-aa93-e7dd12e617dc","Deschampsia flexuosa",68.75
"Setesdal_site5_plot_5","E5",5,"Exclosure",2006,"UTM unknown sone","392754 6549552",5907182584920,712925004719,"WGS768","47f08019-8e4e-4d4c-9128-20c44ef4661a","Deschampsia flexuosa",93.75
"Setesdal_site5_plot_6","E6",6,"Exclosure",2006,"UTM unknown sone","392765 6549558",5907188246990,712943887747,"WGS769","e733a02d-1fb4-4092-8b0f-f46c6334664b","Deschampsia flexuosa",93.75
"Setesdal_site5_plot_7","E7",7,"Exclosure",2006,"UTM unknown sone","392763 6549553",5907183708820,712940645382,"WGS770","8016b977-1f7c-48db-9be7-80a9d7d19f44","Deschampsia flexuosa",100
"Setesdal_site5_plot_8","E8",8,"Exclosure",2006,"UTM unknown sone","392768 6549556",5907186527280,712949215264,"WGS771","fcf52cc6-f554-4799-8190-444a81ec81a7","Deschampsia flexuosa",100
"Setesdal_site5_plot_9","E9",9,"Exclosure",2006,"UTM unknown sone","392756 6549560",5907189815820,712928100534,"WGS772","d3acf3f1-8122-45f5-a72b-2698b2c6b6d9","Deschampsia flexuosa",100
"Setesdal_site5_plot_10","E10",10,"Exclosure",2006,"UTM unknown sone","392756 6549570",5907198791580,712927612104,"WGS773","f9c1a1b6-a4e5-4972-8bef-5917600d21b0","Deschampsia flexuosa",100
"Setesdal_site5_plot_11","E11",11,"Browsed",2006,"UTM unknown sone","392806 6549575",5907204536570,713014532346,"WGS774","ee851af2-d275-4ec7-a8c1-0b2df64bac75","Deschampsia flexuosa",100
"Setesdal_site5_plot_12","E12",12,"Browsed",2006,"UTM unknown sone","392803 6549562",5907192792670,713009937158,"WGS775","4a84bf75-fa64-43a1-a8bd-349541801a9d","Deschampsia flexuosa",100
"Setesdal_site5_plot_13","E13",13,"Browsed",2006,"UTM unknown sone","392817 6549559",5907190451840,713034489581,"WGS776","ace6e511-c914-4af6-a1e9-9a4dbe1efafc","Deschampsia flexuosa",62.5
"Setesdal_site5_plot_14","E14",14,"Browsed",2006,"UTM unknown sone","392805 6549553",5907184764760,713013863111,"WGS777","7692d39f-6ecc-4744-8fd1-24c4ecb50b29","Deschampsia flexuosa",62.5
"Setesdal_site5_plot_15","E15",15,"Browsed",2006,"UTM unknown sone","392816 6549564",5907194914590,713032502221,"WGS778","57121a09-8b63-4287-a9d0-a9d2bf4c8a2d","Deschampsia flexuosa",68.75
"Setesdal_site5_plot_16","E16",16,"Browsed",2006,"UTM unknown sone","392807 6549579",5907208152010,713016080355,"WGS779","eb83b202-f8b6-45c5-9951-ad548f2dcd75","Deschampsia flexuosa",100
"Setesdal_site5_plot_17","E17",17,"Browsed",2006,"UTM unknown sone","392805 6549578",5907207204160,713012642593,"WGS780","c0b6d9af-2b4f-447d-b362-13de139ce24a","Deschampsia flexuosa",100
"Setesdal_site5_plot_18","E18",18,"Browsed",2006,"UTM unknown sone","392809 6549578",5907207304710,713019615758,"WGS781","2c5d0d1b-6ee0-44c8-9414-271f787d53c0","Deschampsia flexuosa",87.5
"Setesdal_site5_plot_19","E19",19,"Browsed",2006,"UTM unknown sone","392818 6549572",5907202145470,713035598272,"WGS782","3859bc0f-9d94-4a4c-acb1-22d25aa540da","Deschampsia flexuosa",100
"Setesdal_site5_plot_20","E20",20,"Browsed",2006,"UTM unknown sone","392805 6549561",5907191945370,713013472547,"WGS783","66a714e7-4442-4676-8296-3c113e87a862","Deschampsia flexuosa",100
"Setesdal_site6_plot_1","F1",1,"Exclosure",2006,"UTM unknown sone","395861 6546755",5904748989580,718474063818,"WGS784","46a8a379-fd51-4af5-a1bd-205ca1a6d1c9","Deschampsia flexuosa",100
"Setesdal_site6_plot_2","F2",2,"Exclosure",2006,"UTM unknown sone","395866 6546778",5904769756520,718481685321,"WGS785","6c29370f-5e2d-4201-b6d5-f37963c78bd6","Deschampsia flexuosa",100
"Setesdal_site6_plot_3","F3",3,"Exclosure",2006,"UTM unknown sone","395853 6546790",5904780210640,718458469641,"WGS786","819e5ac5-f2b4-409b-bde8-84d979a3f62b","Deschampsia flexuosa",50
"Setesdal_site6_plot_5","F5",5,"Exclosure",2006,"UTM unknown sone","395860 6546765",5904757941250,718471848217,"WGS788","aa0c6f63-d52c-4e37-a307-ea2428495bce","Deschampsia flexuosa",100
"Setesdal_site6_plot_6","F6",6,"Exclosure",2006,"UTM unknown sone","395866 6546772",5904764370880,718481969408,"WGS789","d013e8e7-0145-4789-a459-67c156018d96","Deschampsia flexuosa",100
"Setesdal_site6_plot_7","F7",7,"Exclosure",2006,"UTM unknown sone","395852 6546743",5904737998720,718458953165,"WGS790","5ba10adf-ce40-46f0-960e-16bdf2437692","Deschampsia flexuosa",100
"Setesdal_site6_plot_8","F8",8,"Exclosure",2006,"UTM unknown sone","395863 6546756",5904749935980,718477500669,"WGS791","2292833d-407a-4331-91ea-dba527aa4c69","Deschampsia flexuosa",100
"Setesdal_site6_plot_9","F9",9,"Exclosure",2006,"UTM unknown sone","395868 6546790",5904780576600,718484601374,"WGS792","6b402133-87a8-4c4c-90bf-71b128489581","Deschampsia flexuosa",100
"Setesdal_site6_plot_10","F10",10,"Exclosure",2006,"UTM unknown sone","395861 6546794",5904783996250,718472217162,"WGS793","bd5de179-8faf-47e8-aac2-499e41155562","Deschampsia flexuosa",100
"Setesdal_site6_plot_11","F11",11,"Browsed",2006,"UTM unknown sone","395864 6546718",5904715851300,718481041982,"WGS794","0acc0aec-93a3-43ba-8fc8-206400cb123e","Deschampsia flexuosa",100
"Setesdal_site6_plot_12","F12",12,"Browsed",2006,"UTM unknown sone","395852 6546709",5904707480080,718460563161,"WGS795","1d3c7b1e-47f7-44ae-80dc-cde384999c16","Deschampsia flexuosa",81.25
"Setesdal_site6_plot_13","F13",13,"Browsed",2006,"UTM unknown sone","395857 6546703",5904702216420,718469557654,"WGS796","1311271a-9a8b-4bb9-be60-c4e2fda4f642","Deschampsia flexuosa",56.25
"Setesdal_site6_plot_14","F14",14,"Browsed",2006,"UTM unknown sone","395862 6546741",5904736447480,718476468803,"WGS797","8c6cf674-12bd-4c71-aa3a-3ce68af177e1","Deschampsia flexuosa",87.5
"Setesdal_site6_plot_15","F15",15,"Browsed",2006,"UTM unknown sone","395859 6546716",5904713934110,718472426267,"WGS798","7708f666-222b-455f-b8d1-3df3fd9f0f14","Deschampsia flexuosa",100
"Setesdal_site6_plot_16","F16",16,"Browsed",2006,"UTM unknown sone","395856 6546709",5904707577670,718467531475,"WGS799","20c83ff4-91dd-4301-a5e4-161ceec96e7c","Deschampsia flexuosa",100
"Setesdal_site6_plot_17","F17",17,"Browsed",2006,"UTM unknown sone","395867 6546706",5904705153200,718486836378,"WGS800","aee21d92-061e-425f-a84a-c387a8f0c33a","Deschampsia flexuosa",100
"Setesdal_site6_plot_18","F18",18,"Browsed",2006,"UTM unknown sone","395852 6546723",5904720046580,718459900226,"WGS801","f30e9ebb-4713-4bbd-b5d6-32dfc478b151","Deschampsia flexuosa",100
"Setesdal_site6_plot_19","F19",19,"Browsed",2006,"UTM unknown sone","395865 6546704",5904703309200,718483446916,"WGS802","065e388b-3597-4b4b-919e-679ed873713d","Deschampsia flexuosa",87.5
"Setesdal_site6_plot_20","F20",20,"Browsed",2006,"UTM unknown sone","395868 6546707",5904706075210,718488531111,"WGS803","b9cd7b8b-ad9b-41b2-96e4-cba85359ae1c","Deschampsia flexuosa",100
"Setesdal_site7_plot_1","G1",1,"Exclosure",2006,"UTM unknown sone","399961 6545029",5903297717140,725695385955,"WGS804","fb9670d9-0b4f-4f3a-b2f5-5cfd0ab3ebfb","Deschampsia flexuosa",100
"Setesdal_site7_plot_2","G2",2,"Exclosure",2006,"UTM unknown sone","399968 6545028",5903296983450,725707621429,"WGS805","fcce7892-6e12-43a9-8aaa-0589aa3a688f","Deschampsia flexuosa",100
"Setesdal_site7_plot_3","G3",3,"Exclosure",2006,"UTM unknown sone","399957 6545025",5903294032870,725688601990,"WGS806","7e9af744-d7c4-4af4-b1d4-00da7b4ad613","Deschampsia flexuosa",87.5
"Setesdal_site7_plot_4","G4",4,"Exclosure",2006,"UTM unknown sone","399967 6545035",5903303243540,725705561931,"WGS807","02deafc2-28c3-4d6a-b021-381e3cf5ae6d","Deschampsia flexuosa",100
"Setesdal_site7_plot_5","G5",5,"Exclosure",2006,"UTM unknown sone","399964 6545040",5903307661490,725700110424,"WGS808","e25c9a08-6b99-4551-b155-08978be1f2d8","Deschampsia flexuosa",100
"Setesdal_site7_plot_6","G6",6,"Exclosure",2006,"UTM unknown sone","399965 6545025",5903294220250,725702533445,"WGS809","07fdf7f9-18f0-46e9-9291-6b5096527c87","Deschampsia flexuosa",6.25
"Setesdal_site7_plot_7","G7",7,"Exclosure",2006,"UTM unknown sone","399963 6545025",5903294173410,725699050581,"WGS810","5aac520a-c2db-4ede-b1b6-2dc1264830d7","Deschampsia flexuosa",56.25
"Setesdal_site7_plot_8","G8",8,"Exclosure",2006,"UTM unknown sone","399968 6545030",5903298778740,725707530555,"WGS811","08a75307-3838-4490-98de-a2d71417e039","Deschampsia flexuosa",62.5
"Setesdal_site7_plot_9","G9",9,"Exclosure",2006,"UTM unknown sone","399959 6545030",5903298567940,725691857646,"WGS812","caf5188e-c200-45a5-8998-d05e9a1b3a9c","Deschampsia flexuosa",100
"Setesdal_site7_plot_10","G10",10,"Exclosure",2006,"UTM unknown sone","399965 6545015",5903285243810,725702987829,"WGS813","5668b387-3bb2-4c1f-93c2-97d87ba65cf6","Deschampsia flexuosa",100
"Setesdal_site7_plot_11","G11",11,"Browsed",2006,"UTM unknown sone","399913 6545093",5903354041770,725608887526,"WGS814","1ec79e8c-7e92-4781-abf5-7d332febe5b7","Deschampsia flexuosa",100
"Setesdal_site7_plot_12","G12",12,"Browsed",2006,"UTM unknown sone","399918 6545087",5903348773080,725617867604,"WGS815","0930fab2-f3a2-4e20-b82a-1ff0155d0b92","Deschampsia flexuosa",100
"Setesdal_site7_plot_13","G13",13,"Browsed",2006,"UTM unknown sone","399919 6545056",5903320969550,725621018345,"WGS816","660d0047-bcf0-498d-b8a3-ed35ac70b90c","Deschampsia flexuosa",100
"Setesdal_site7_plot_14","G14",14,"Browsed",2006,"UTM unknown sone","399918 6545084",5903346080150,725618003989,"WGS817","5884467f-359b-4cb1-ad0e-9205d2418782","Deschampsia flexuosa",100
"Setesdal_site7_plot_15","G15",15,"Browsed",2006,"UTM unknown sone","399903 6545097",5903357397990,725591291039,"WGS818","c3651e73-ee3a-41f0-86c8-3d6438766519","Deschampsia flexuosa",100
